Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
600,0,0,AllowVillain,穿上剧中的反派盔甲,这主意真好笑！（她变了）|我确实需要明天把它带回来,0,0,0,"ForceChangeActor(""Villain"")"
600,0,0,!HasBelt,穿上你的内衣,我很好奇这会带来什么|（她咯咯地笑着换了内衣）,0,0,0,"ForceChangeActor(""Underwear"")"
600,0,0,,裸体,哦，天哪！我应该紧张吗|（她慢慢地为你脱光衣服）,0,0,0,"ForceChangeActor(""Naked"")"
600,0,0,,算了,（她点了点头）,0,0,0,
610,0,0,,今晚你可以自己找乐子,谢谢！但我宁愿和你在一起，小姐,0,0,0,"SetCurfew(""None"")"
610,0,0,,今晚你得睡在这里,在这里？但只有一张床|很好，小姐，我很好奇,0,0,0,"SetCurfew(""24"")"
610,0,0,,今晚你不能离开我的宿舍,连牙刷都没拿|（她低下头）我会留在这里,0,0,0,"SetCurfew(""Stay"")"
630,0,0,,先裸体,（她点点头，慢慢地为你脱下衣服）,631,0,0,"ForceChangeActor(""Naked"")"
630,0,0,,脱衣女孩,（她点点头，慢慢地为你脱下衣服）,631,0,0,"ForceChangeActor(""Naked"")"
630,0,0,,脱掉你的衣服|我的性感宝贝,（她点点头，慢慢地为你脱下衣服）,631,0,0,"ForceChangeActor(""Naked"")"
630,0,0,,我改变主意了,好的。小姐，你想做什么？,0,0,0,EndEnslaveAmanda()
631,0,0,,你跪在这里会让我高兴的,（她脸红了）是的，小姐|但我能请你帮个忙吗？,632,0,0,
631,0,0,,母狗，跪下|开始工作吧,（她皱着眉头）是的，小姐|但我能请你帮个忙吗？,632,0,0,
632,0,0,,什么忙？,在我们做之前，你能约束我吗|这是我的一个很大的幻想,633,0,0,
632,0,0,,快点,在我们做之前，你能约束我吗|这是我的一个很大的幻想,633,0,0,
632,0,0,,当然是我的顺从|你想要什么？,在我们做之前，你能约束我吗|这是我的一个很大的幻想,633,0,0,
632,0,0,,不开始工作,是的，对不起，主人|。（两人都赤身裸体，你让她跪在地上，舔你的阴部）,635,0,0,StartPleasurePlayer()
633,0,0,,我当然可以约束你,谢谢主人，这对我来说意义重大。|（用你的一件物品来约束她）,633,0,0,
633,0,0,,当然，我可以|绑住你的屁股,谢谢主人，这对我来说意义重大。|（用你的一件物品来约束她）,633,0,0,
633,0,0,,我不想那样做|跪下，女孩,是的，对不起，主人。|（两人都赤身裸体，你让她跪在地上，舔你的阴部）,635,0,0,StartPleasurePlayer()
633,0,0,,不，让我们忘记整件事,哦，天哪！很好，主人|你想做什么？,0,0,0,EndEnslaveAmanda()
634,0,0,,你知道现在该做什么了,哦！是的，主人。|（两人都赤身裸体，你让她跪在地上，舔你的阴部）,635,0,0,StartPleasurePlayer()
634,0,0,,忙起来，奴隶,哦！是的，主人。|（两人都赤身裸体，你让她跪在地上，舔你的阴部）,635,0,0,StartPleasurePlayer()
634,0,0,,跪下|我可爱的小家伙,哦！是的，主人。|（两人都赤身裸体，你让她跪在地上，舔你的阴部）,635,0,0,StartPleasurePlayer()
635,0,0,,（让她取悦你）,（Amanda非常有节奏的舔舐着，你慢慢陶醉在其中享受着）,635,0,0,PleasurePlayer()
635,0,0,,够了|（停止一切）,（你把她推开，停止了一切）|你喜欢主人吗？你高兴吗？,637,0,0,StopPleasureFromAmanda()
635,0,0,,（强迫她更点）,（你抓住她的头发，强迫她加快节奏）,635,0,0,PleasurePlayerSetSpeed(1)
635,0,0,,（强迫她慢一点）,（你推她的头，迫使她放慢节奏）,635,0,0,PleasurePlayerSetSpeed(-1)
636,0,0,,啊啊！停下奴隶|（停止一切）,（你把她推开，停止了一切）|你喜欢主人吗？你高兴吗？,637,0,0,StopPleasureFromAmanda()
636,0,0,,够了|（停止一切）,（你把她推开，停止了一切）|你喜欢主人吗？你高兴吗？,637,0,0,StopPleasureFromAmanda()
637,0,0,,你做的太棒了|我的双腿还在发抖,我很高兴听到你这么说|你现在想做什么？,0,0,0,"EndPleasureFromAmanda(2, -1)"
637,0,0,,很好,我很高兴听到你这么说|你现在想做什么？,0,0,0,"EndPleasureFromAmanda(1, 0)"
637,0,0,,没关系,下次我会做得更好，主人|你现在想做什么？,0,0,0,"EndPleasureFromAmanda(0, 0)"
637,0,0,,你以后需要日常练习,天哪，主人，日常练习？|你现在想做什么？,0,0,0,"EndPleasureFromAmanda(0, 1)"
637,0,0,,我有更好的,听到这个消息我很难过|你现在想做什么？,0,0,0,"EndPleasureFromAmanda(-1, 0)"
637,0,0,,你需要多练习下口交,我会为你训练的，主人|你现在想做什么？,0,0,0,"EndPleasureFromAmanda(-2, 1)"
640,0,0,!Common_PlayerGagged,（吻她）,（当她闭上眼睛慢慢呻吟时，你深情地吻了她）,640,0,0,"Masturbate(1, false)"
640,0,0,,（按摩她的胸部）,（她闭上眼睛，颤抖着，你慢慢按摩她的乳房）,640,0,0,"Masturbate(1, false)"
640,0,0,,（捏她的乳头）,（她从痛苦中跳了出来，呜咽着。|她从左向右摇了摇头）,640,0,0,"Masturbate(-1, false)"
640,0,0,,（拍她的屁股）,（你拍了她几下屁股，她呜咽着试图避开你）,640,0,0,"Masturbate(-1, false)"
640,0,0,,（抚摸她的阴蒂）,（当你玩弄她柔软的阴蒂时，她颤抖得无法控制）,640,0,0,"Masturbate(2, true)"
640,0,0,,（玩弄她的阴部）,（她呻吟着，呼吸加快了。|慢慢失去了控制）,640,0,0,"Masturbate(2, true)"
640,0,0,,（将手指滑入和滑出）,（她因你的触碰而呻吟和颤抖）,640,0,0,"Masturbate(1, true)"
640,0,0,!Common_PlayerGagged,（舔舐她的阴部）,（你深情地舔舐着她，她慢慢地呻吟着，似乎很享受）,640,0,0,"Masturbate(1, true)"
640,0,0,,（将拳头插入阴部）,（你试图装下一只完整的手|但做不到，结果只会伤害到她）,640,0,0,"Masturbate(-1, true)"
640,0,0,,（停止一切）,（你停止一切，让她走）,0,0,0,EndEnslaveAmanda()
641,0,0,,（让她达到高潮）,（你继续给她手淫，她很快就会达到美妙的高潮）,642,0,0,AmandaOrgasm()
641,0,0,Common_ActorIsOwned,你应得的奴隶|（让她达到高潮）,（你继续给她手淫，她很快就会达到美妙的高潮）,642,0,0,AmandaOrgasm()
641,0,0,,（停止一切）,（你停止一切，让她走。|她叹了口气，似乎很尴尬）,0,0,0,AmandaDeniedOrgasm()
641,0,0,Common_ActorIsOwned,你不配做奴隶|（停止一切）,（你停止一切，让她走。|她叹了口气，似乎很尴尬）,0,0,0,AmandaDeniedOrgasm()
642,0,0,Common_ActorIsLover,我爱你，Amanda,（她脸红了，慢慢站起来，深吸一口气）,0,1,0,EndEnslaveAmanda()
642,0,0,,你真是个荡妇,（她皱着眉头，慢慢站起来，深吸一口气）,0,-1,1,EndEnslaveAmanda()
642,0,0,,我希望你喜欢它,（她点了点头，慢慢站起来，深吸一口气）,0,0,0,EndEnslaveAmanda()
642,0,0,,我控制着你和|女孩在一起的时间,（她点了点头，慢慢站起来，深吸一口气）,0,0,1,EndEnslaveAmanda()
642,0,0,,（给她一个拥抱）,（你给了她一个温暖的拥抱|并帮助她康复）,0,1,-1,EndEnslaveAmanda()
642,0,0,,（帮助她康复）,（你帮助她康复）,0,0,-1,EndEnslaveAmanda()
650,0,0,,（上床睡觉）,,0,0,0,MakeLove()
650,0,0,!Common_ActorIsOwner,（把她推到床上）,,0,0,0,MakeLove()
650,0,0,!Common_ActorIsOwned,（让她抱着你上床）,,0,0,0,MakeLove()
660,0,0,,好吧，但要快点|（等她）,（你等几分钟，她穿着睡衣回来）塔阿达！,661,0,1,FetchPajamas()
660,0,0,,好主意|（等她）,（你等几分钟，她穿着睡衣回来）塔阿达！,661,1,0,FetchPajamas()
660,0,0,,好吧|（等她）,（你等几分钟，她穿着睡衣回来）塔阿达！,661,0,0,FetchPajamas()
660,0,0,!Common_ActorIsOwner,现在不行，Amanda,好吧。你想做什么？,0,0,0,EndChat()
661,0,0,,你看起来很傻,愚蠢但舒适。（她咯咯地笑了）|你想做什么？,0,-1,0,EndChat()
661,0,0,,你看起来气色很好,你这么说只是为了取悦我。|不管怎样。你想做什么？,0,0,-1,EndChat()
661,0,0,,它看起来很舒服,当然！我喜欢我的睡衣|那么，你想做什么？,0,0,0,EndChat()
661,0,0,,我们可以开个睡衣派对！,哦，是的！那真是个好主意|我们首先应该做什么？,0,1,0,EndChat()
670,0,0,,当然，主人,（她穿上睡衣，笑了）|我很快就会给你买一件相配的睡衣,671,0,0,"ForceChangeActor(""Pajamas"")"
670,0,0,Common_PlayerGagged,（慢慢点头）,（她穿上睡衣，笑了）|我很快就会给你买一件相配的睡衣,671,0,0,"ForceChangeActor(""Pajamas"")"
670,0,0,,也许以后主人？,（不管怎样，她还是变了）|这不取决于你。很快我会给你一件相配的睡衣,671,0,0,"ForceChangeActor(""Pajamas"")"
670,0,0,Common_PlayerGagged,（摇头不）,（不管怎样，她还是变了）|这不取决于你。很快我会给你一件相配的睡衣,671,0,0,"ForceChangeActor(""Pajamas"")"
671,0,0,,谢谢主人,我很荣幸，我的奴隶。|那么我们现在能做什么呢？,0,0,0,EndChat()
671,0,0,Common_PlayerGagged,（高兴地点头）,我很荣幸，我的奴隶。|那么我们现在能做什么呢？,0,0,0,EndChat()
700,0,0,Common_ActorIsOwned,奴隶，我想带谁就带谁,（她跳了起来）当然，主人|你想做什么？,0,-1,1,EndChat()
700,0,0,!Common_ActorIsOwner,Sidney是个好朋友|不要和她打架,（她皱着眉头）好吧，她不是我的朋友。你能让她离开吗？,701,-2,0,
700,0,0,Common_ActorIsOwner,Sidney是个好朋友|请不要和主人打架,（她皱着眉头）你应该找个更好的朋友|我的顺从者。你能让她离开吗？,701,-2,0,
700,0,0,,你们俩吵架了？,对。你能让她离开吗？,701,-1,0,
700,0,0,,你们俩为什么打架？,我陷入了交火之中。我最好的朋友|Sarah和Sidney无法忍受对方,701,-1,0,
700,0,0,!SidneyIsOwner,我可以叫她走,对。礼貌地请她离开,701,0,0,
701,0,0,SidneyIsOwner,我不能那么做|她是我的主人,好吧，她可以留下来。但我不想和她打架,702,-1,-1,
701,0,0,SidneyIsOwner,哦，求你了，Amanda|她是我的主人,请不要哭。她可以留下来|但我不想和她打架,702,0,-2,
701,0,0,,你们俩能和好吗？,我想她可以留下来。但我不想和她打架,702,-1,0,
701,0,0,,我会确保一切正常,好吧，我想她可以留下来|但我不想和她打架,702,-1,1,
701,0,0,!SidneyIsOwner,我会叫她走的|（把Sidney踢出去）,,701,1,0,"KickActor(""Sidney"")"
701,0,0,!SidneyIsOwner,我要把她赶出去|（把Sidney踢出去）,,701,1,1,"KickActor(""Sidney"")"
701,0,0,!Common_ActorIsOwner,那就走吧，Amanda|（把Amanda赶出去）,你要把我赶出宿舍？,790,-1,0,"KickForActor(""Sidney"")"
701,0,0,!Common_ActorIsOwner,那就滚出去|（把Amanda赶出去）,你要把我赶出宿舍？,790,-1,1,"KickForActor(""Sidney"")"
702,0,0,,那就别打架了！,很好。你想做什么？,0,0,0,EndChat()
702,0,0,,如果它发生了|我会为你而战,令人惊叹的。你想做什么？,0,0,1,EndChat()
702,0,0,,如果它发生了|我会和你一起战斗,精彩的。你想做什么？,0,1,0,EndChat()
702,0,0,,如果它发生了|我们请求帮助,好吧。你想做什么？,0,0,-1,EndChat()
790,0,0,,改天再来|我今晚需要学习,我想我也应该这样做|（她拿着东西走了出去）,791,0,0,KickedOut()
790,0,0,,你得走了|我们稍后再谈,好吧，那我就去|（她走了出去）,791,-1,0,KickedOut()
790,0,0,,别生气|我很抱歉,没关系，我去学习|（她叹了口气，走了出去）,791,-1,-1,KickedOut()
790,0,0,,收拾行李，走吧，女孩,我…我…当然|（她跑得很快）,791,-2,1,KickedOut()
791,0,0,,（回到你的宿舍）,,791,0,0,BackToDorm()
800,0,0,,（听他们说）,Sarah，你是我最好的朋友|但对我来说，你远不止于此,801,0,0,
800,0,0,,（享受表演）,Sarah，你是我最好的朋友|但对我来说，你远不止于此,801,0,0,
801,0,0,,（听他们说）,我无时无刻不在想你，我梦到你，我爱上了你,802,0,0,
801,0,0,,（用手指做一颗心）,我无时无刻不在想你，我梦到你，我爱上了你,802,1,0,
802,0,0,,（听他们说）,我想和你分享我的生活|和你一起睡。和你做爱,803,0,0,
802,0,0,,（拍你的手指）,我想和你分享我的生活|和你一起睡。和你做爱,803,0,1,
803,0,0,,（听他们说）,Sarah，我真的很爱你|你愿意做我的女朋友吗？,804,0,0,
803,0,0,,（对他们微笑）,Sarah，我真的很爱你|你愿意做我的女朋友吗？,804,0,0,
804,0,0,,（听他们说）,Amanda，我从未真正意识到|你对我有这种感觉,810,0,0,"LoadActor(""Sarah"")"
804,0,0,,（吹狼哨）,Amanda，我从未真正意识到|你对我有这种感觉,810,-1,0,"LoadActor(""Sarah"")"
810,0,0,,（听他们说）,你是我世界上最好的朋友|你很性感，你让我很开心,811,0,0,
810,0,0,,（请耐心等待）,你是我世界上最好的朋友|你很性感，你让我很开心,811,0,0,
811,0,0,,（听他们说）,感谢COMMON_PLAYERNAME|我们可以一起迈出这一步,812,0,0,
811,0,0,,（竖起大拇指）,感谢COMMON_PLAYERNAME|我们可以一起迈出这一步,812,0,0,
812,0,0,,（听他们说）,是的，Amanda！我爱你|我将成为你的女友,813,0,0,DateSarah()
812,0,0,,（微微脸红）,是的，Amanda！我爱你|我将成为你的女友,813,0,-1,DateSarah()
813,0,0,,（听他们说）,我爱你，Sarah！我太高兴了|（他们互相拥抱并亲吻）,820,0,0,"LoadActor(""Amanda"")"
813,0,0,,（拍手）,我非常爱你，Sarah！这太棒了|（他们互相拥抱并亲吻）,820,0,0,"LoadActor(""Amanda"")"
820,0,0,,祝贺 你！,（他们看着每个人，微笑着）|谢谢你的帮助COMMON_PLAYERNAME,821,2,0,
820,0,0,,婚礼是什么时候？,（他们看着每个人，咯咯地笑了起来）|谢谢你的帮助COMMON_PLAYERNAME,821,1,1,
820,0,0,,你们俩太可爱了,（他们看着每个人，微笑着）|谢谢你的帮助COMMON_PLAYERNAME,821,2,0,
821,0,0,,我的荣幸,你让我很开心|（他们手牵着手）,822,0,0,
821,0,0,,我没有做太多,别这么说，你做了很多|（他们手牵着手）,822,0,-1,
821,0,0,,你需要一点推动,是的，你做得很好|（他们手牵着手）,822,0,1,
822,0,0,,如果你愿意，你可以用我的床,真的？就在你的宿舍里|（他们面面相觑，咯咯地笑了起来）,823,0,0,
822,0,0,,我确信今晚晚些时候天气会变热,（Sarah笑的时候，她脸红了）|也许吧。你现在想做什么？,0,0,1,EndChat()
823,0,0,Common_ActorIsOwner,玩得开心，主人|（让他们用你的床）,,0,0,0,BedWithSarah()
823,0,0,!Common_ActorIsOwner,没有比现在更好的时间了|（让他们用你的床）,,0,0,0,BedWithSarah()
823,0,0,!Common_ActorIsOwner,现在不行，以后再说,很好。你现在想做什么？,0,0,0,EndChat()
3000,0,0,,是的，主人|（脱光衣服）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""Naked"")"
3000,0,0,,（慢慢地点头）|（脱光衣服）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""Naked"")"
3000,0,0,,我不想那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3000,0,0,,（摇头不）,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3010,0,0,,是的，主人|（穿上你的内衣）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""Underwear"")"
3010,0,0,,（慢慢点头）|（穿上内衣）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""Underwear"")"
3010,0,0,,我不想那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3010,0,0,,（摇头不）,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3020,0,0,,是的，主人|（穿上你的制服）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""Clothed"")"
3020,0,0,,（慢慢点头）|（穿上你的制服）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""Clothed"")"
3020,0,0,,我不想那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3020,0,0,,（摇头不）,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3030,0,0,,是的，主人|（穿上你的裙子）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""BlackDress"")"
3030,0,0,,（慢慢点头）|（穿上你的裙子）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""BlackDress"")"
3030,0,0,,我不想那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3030,0,0,,（摇头不）,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3040,0,0,,是的，主人|（穿上你的内衣）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""WhiteLingerie"")"
3040,0,0,,（慢慢点头）|（穿上你的内衣）,好学生。（你换了Amanda）,3090,0,0,"ForceChangePlayer(""WhiteLingerie"")"
3040,0,0,,我不想那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3040,0,0,,（摇头不）,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3092,0,0,TestPunish()
3090,0,0,,我看起来还好吗？,你看起来很棒，现在安静点|（她又开始复习她的学校笔记）,3092,0,0,TestBlockChanging()
3090,0,0,,你高兴吗？,很高兴我的奴隶，现在安静点|（她又开始复习她的学校笔记）,3092,0,0,TestBlockChanging()
3090,0,0,,（低头）,你真是个好学生，这么安静|（她又开始复习她的学校笔记）,3092,0,0,TestBlockChanging()
3091,0,0,,我不能改变|要多久？,你会保持这样一段时间|（她咯咯地笑了起来，又复习了一遍笔记）,3092,0,0,AllowLeave()
3091,0,0,,（慢慢点头）,你会保持这样一段时间|（她咯咯地笑了起来，又复习了一遍笔记）,3092,0,0,AllowLeave()
3091,0,0,Common_PlayerGagged,@哎呀！,你会保持这样一段时间|（她咯咯地笑了起来，又复习了一遍笔记）,3092,0,0,AllowLeave()
3091,0,0,,（苏克）,你接受了项圈，你会一直这样|（她咯咯地笑了起来，又复习了一遍学校笔记）,3092,0,0,AllowLeave()
3091,0,0,,这太不公平了！,你接受了项圈，你会一直这样|（她咯咯地笑了起来，又复习了一遍学校笔记）,3092,0,0,AllowLeave()
3100,0,0,,是的，主人|（显示您的项目）,（她检查你的物品|并在你身上使用它们）,3190,0,0,"ForceRandomBondage(""Full"")"
3100,0,0,,（慢慢点头，|展示你的物品）,（她检查你的物品|并在你身上使用它们）,3190,0,0,"ForceRandomBondage(""Full"")"
3100,0,0,,我不想那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,0,0,TestPunish()
3110,0,0,,是的，主人|（显示您的项目）,（她检查你的物品|并对你施加约束）,3190,0,0,"ForceRandomBondage(""Restrain"")"
3110,0,0,,（慢慢点头，|展示你的物品）,（她检查你的物品|并对你施加约束）,3190,0,0,"ForceRandomBondage(""Restrain"")"
3110,0,0,,我不想那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,0,0,TestPunish()
3120,0,0,,是的，主人|（显示您的项目）,（她检查你的物品|并对你开玩笑）,3190,0,0,"ForceRandomBondage(""Gag"")"
3120,0,0,,（慢慢点头，|展示你的物品）,（她检查你的物品|并对你开玩笑）,3190,0,0,"ForceRandomBondage(""Gag"")"
3120,0,0,,我不想那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,0,0,TestPunish()
3130,0,0,,谢谢主人！,你是个很听话的人|（她回到她的笔记）,3191,0,0,AllowLeave()
3130,0,0,,（礼貌地点头）,你是个很听话的人|（她回到她的笔记）,3191,0,0,AllowLeave()
3140,0,0,,是的，主人|（把钥匙给我）,好学生。（她没收了你的钥匙，又复习了一遍笔记）,3191,0,-1,ConfiscateKeys()
3140,0,0,,（低下头，把钥匙给我）,好学生。（她没收了你的钥匙，又复习了一遍笔记）,3191,0,-1,ConfiscateKeys()
3140,0,0,,不这些是我的钥匙,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,0,1,TestPunish()
3140,0,0,,（摇头|不，拒绝）,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,0,1,TestPunish()
3150,0,0,,是的，主人|（给你的鞭子）,好学生。我不会用它对付你的|（她接过你的鞭子，又开始读书了）,3191,1,0,ConfiscateCrop()
3150,0,0,,（低下头，把鞭子收起来）,好学生。我不会用它对付你的|（她接过你的鞭子，又开始读书了）,3191,1,0,ConfiscateCrop()
3150,0,0,,不这不是你的,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,-1,0,TestPunish()
3150,0,0,,（摇头|不，拒绝）,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,-1,0,TestPunish()
3160,0,0,,是的，主人|这是个变态的蛋,你真是个古怪的奴隶。|那你能帮我试试吗？,3161,0,0,
3160,0,0,,（慢慢点头）,你真是个古怪的奴隶。|那你能帮我试试吗？,3161,0,0,
3160,0,0,,（尖叫）,你知道这是什么。|你能帮我试试吗？,3161,0,0,
3160,0,0,,我不知道它在那里干什么,别害羞，我的奴隶。|你能帮我试试吗？,3161,0,0,
3161,0,0,,我非常荣幸，主人,（她把跳蛋塞进你的肚子里）|你真是个变态的顺从者,3162,0,-1,InsertEgg()
3161,0,0,,如果你愿意的话，我的主人,（她把跳蛋塞进你的肚子里）|你真是个变态的顺从者,3162,1,0,InsertEgg()
3161,0,0,,（高兴地点头）,（她把跳蛋塞进你的肚子里）|你真是个变态的顺从者,3162,0,-1,InsertEgg()
3161,0,0,,他妈的不！,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,0,1,TestPunish()
3161,0,0,,不，请，主人|你不能那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,-1,0,TestPunish()
3161,0,0,,（摇头不）,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,0,0,TestPunish()
3162,0,0,HasEgg,我们现在是跳蛋姐妹,这其实有点好笑|（她回到她的学校笔记）,3191,-1,0,AllowLeave()
3162,0,0,,它发痒！,享受我的奴隶的良好振动。|（她再次查看她的学校笔记）,3191,0,0,AllowLeave()
3162,0,0,,（脸红）,享受我的奴隶的良好振动。|（她再次查看她的学校笔记）,3191,0,0,AllowLeave()
3170,0,0,,听起来很有趣，主人,（她检查并使用你的物品）|太棒了！现在我想要一个束缚的拥抱！,3171,0,0,"ForceRandomBondage(""Hug"")"
3170,0,0,Common_PlayerGagged,（高兴地点头）,（她检查并使用你的物品）|太棒了！现在我想要一个束缚的拥抱！,3171,0,0,"ForceRandomBondage(""Hug"")"
3170,0,0,,我不想那样做,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,0,0,TestPunish()
3170,0,0,Common_PlayerGagged,（摇头不）,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3191,0,0,TestPunish()
3170,0,0,,束缚拥抱？,我给你看看。（她在你身上搜索并使用你的物品）|现在我想要一个拥抱！,3171,0,0,"ForceRandomBondage(""Hug"")"
3171,0,0,!Common_PlayerRestrained,（张开双臂）,（你张开双臂，紧紧地拥抱你的主人）|你是个好顺从者,3172,0,0,"ActorSetPose(""Hug"")"
3171,0,0,Common_PlayerRestrained,（靠近一点，拥抱一下）,（当你的主人紧紧拥抱你时，你离她更近了）|你是个很棒的奴隶,3172,1,-1,"ActorSetPose(""Hug"")"
3171,0,0,Common_PlayerRestrained,（等她）,（Amanda靠近你，紧紧地拥抱你）你是个可爱的小家伙,3172,0,0,"ActorSetPose(""Hug"")"
3171,0,0,!Common_PlayerRestrained,当然，主人,（你张开双臂，紧紧地拥抱你的主人）|你是个好顺从者,3172,0,0,"ActorSetPose(""Hug"")"
3171,0,0,Common_PlayerRestrained,当然，主人,（当你的主人紧紧拥抱你时，你离她更近了）你是个很棒的奴隶,3172,1,-1,"ActorSetPose(""Hug"")"
3172,0,0,,太棒了，主人,（她微笑着放开了你）|我的奴隶，那是一个很好的拥抱,3173,0,0,"ActorSetPose(""Happy"")"
3172,0,0,,Amanda，你太变态了,（她皱着眉头，放开了你）|叫我主人吧,3173,-1,1,"ActorSetPose("""")"
3172,0,0,,（紧紧抱住她）,（她微笑着放开了你）|我的奴隶，那是一个很好的拥抱,3173,0,0,"ActorSetPose(""Happy"")"
3172,0,0,,（试着逃离拥抱）,（她皱着眉头，放开了你）|别像那个女孩那样挣扎,3173,-1,1,"ActorSetPose("""")"
3173,0,0,Common_PlayerRestrained,你能帮帮我吗？,不，我有点喜欢你这样|（她又检查了一遍笔记）,3191,0,0,ReleaseAfterBondageHug()
3173,0,0,Common_PlayerRestrained,（在束缚中挣扎）,再挣扎一下，我喜欢。|（她又检查了一遍笔记）,3191,0,0,ReleaseAfterBondageHug()
3173,0,0,Common_PlayerGagged,@哎呀！,我喜欢你试着说话|（她又检查了一遍笔记）,3191,0,0,ReleaseAfterBondageHug()
3173,0,0,Common_PlayerRestrained,你会让我像那样被拘束吗？,当然，既然你似乎很喜欢。|（她又检查了一遍她的学校笔记）,3191,0,0,AllowLeave()
3173,0,0,Common_PlayerRestrained,（开玩笑地挣扎）,再挣扎一下，我喜欢。|（她又检查了一遍笔记）,3191,0,0,AllowLeave()
3173,0,0,!Common_PlayerRestrained,我们还能做什么？,我们稍后再玩我的小徒弟。|（她再次检查她的笔记）,3191,0,0,AllowLeave()
3173,0,0,!Common_PlayerRestrained,让我们更频繁地这样做,当然，下次有更好的约束|（她再次查看她的学校笔记）,3191,0,0,AllowLeave()
3190,0,0,!Common_PlayerRestrained,很抱歉你没有找到你喜欢的东西,别担心，明天我们去购物|（她又开始复习她的学校笔记）,3191,0,0,AllowLeave()
3190,0,0,Common_PlayerRestrained,你喜欢看到我被约束吗？,当然，你看起来很可爱，我的奴隶。|（她回到学校的笔记上读了起来）,3191,0,0,AllowLeave()
3190,0,0,Common_PlayerGagged,@尼恩，嗯！,有你这样顺从的人真好|（她回到她的学校笔记并阅读）,3191,0,0,AllowLeave()
3190,0,0,,（低头）,有你这样顺从的人真好|（她回到她的学校笔记并阅读）,3191,0,0,AllowLeave()
3200,0,0,,哦，是的，我喜欢被挠痒痒,这太棒了。我也喜欢挠痒痒|（她猛扑过去，开始挠你的痒痒）,3201,0,0,"DoActivity(""Tickle"", 1, 0)"
3200,0,0,,不是真的,我们看看你说得对不对|（她猛扑过去，开始挠你的痒痒）,3201,0,0,"DoActivity(""Tickle"", -1, 0)"
3200,0,0,,是的，主人|我怕痒,很好，那就笑吧|（她猛扑过去，开始挠你的痒痒）,3201,0,0,"DoActivity(""Tickle"", 0, 0)"
3200,0,0,,我不想被逗乐,好吧，我的奴隶，那就安静点|（她复习学校笔记）,3291,0,0,TestPunish()
3200,0,0,,（高兴地点头）,很好，那就笑吧|（她猛扑过去，开始挠你的痒痒）,3201,0,0,"DoActivity(""Tickle"", 1, 0)"
3200,0,0,,（慢慢点头）,好吧，那就准备笑吧|（她猛扑过去，开始挠你的痒痒）,3201,0,0,"DoActivity(""Tickle"", 0, 0)"
3200,0,0,,（摇头不）,我们看看你说得对不对|（她猛扑过去，开始挠你的痒痒）,3201,0,0,"DoActivity(""Tickle"", -1, 0)"
3201,0,0,,哈哈哈！,看来你很怕痒，我的奴隶。|（她又挠了你几下，笑了）,3201,0,0,"DoActivity(""Tickle"", 1, 0)"
3201,0,0,,你在这方面相当糟糕,（她皱着眉头，更用力地挠你的痒痒）|我不会放弃的！挠痒痒的时间！,3201,0,0,"DoActivity(""Tickle"", -1, 0)"
3201,0,0,,（哈哈大笑）,看来你很怕痒，我的奴隶。|（她又挠了你几下，笑了）,3201,0,0,"DoActivity(""Tickle"", 1, 0)"
